,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
2043,LECCE,GENOA,02-Feb,0-2,8.1,6.5,5.5,53,47,11,5,22,6,11,19,84,15,22,17,5,0,0,6,4,14,4,3,23,79,17,16,18,4,2,0,2,2,2,2,2019
2044,TORINO,FIORENTINA,02-Jan,1-0,6,6.6,6,41,59,4,4,10,2,3,19,74,20,31,17,4,0,0,7,4,17,6,9,31,82,18,16,17,3,0,0,2,1,1,2,2019
2045,SASSUOLO,CAGLIARI,02-Feb,2-0,7.6,6.1,6,56,44,9,2,16,5,8,15,89,12,10,10,3,0,0,3,3,10,4,4,30,84,9,17,19,4,0,0,2,2,2,2,2019
2046,SPAL,BRESCIA,0-1,0-0,4.3,5.2,6.7,64,36,10,3,19,6,3,37,86,16,6,17,3,0,0,3,6,12,3,1,20,73,17,34,18,3,0,0,0,1,1,0,2019
2047,SAMPDORIA,PARMA,0-1,0-1,4,5.6,6.3,62,38,12,4,21,5,3,25,85,16,8,15,3,0,0,4,1,9,4,2,13,73,24,28,11,2,0,0,0,1,1,0,2019
2048,BOLOGNA,MILAN,02-Mar,01-Feb,7.9,5.1,6.6,49,51,5,4,11,2,5,24,75,24,10,17,4,0,0,3,7,12,2,1,23,75,21,19,19,2,0,0,2,3,3,2,2019
2049,BRESCIA,LECCE,3-0,2-0,5.8,7.6,4.7,39,61,2,9,13,2,4,19,74,10,21,17,4,0,0,3,4,11,4,6,27,82,19,8,26,6,0,0,3,0,0,3,2019
2050,NAPOLI,PARMA,01-Feb,0-1,7.1,6.5,6.6,72,28,16,8,33,9,11,22,91,7,9,9,2,0,0,3,4,7,0,1,19,68,8,35,12,2,0,0,1,2,2,1,2019
2051,GENOA,SAMPDORIA,0-1,0-0,2.6,5.5,6.7,63,37,5,1,9,3,4,28,81,25,23,17,5,0,0,3,1,5,1,2,14,67,20,25,26,3,0,0,0,1,1,0,2019
2052,HELLAS,TORINO,03-Mar,0-1,9.1,6.1,6.3,52,48,4,7,12,1,6,15,67,28,22,20,3,0,0,4,8,16,4,3,23,69,29,24,21,1,0,0,3,3,3,3,2019
2053,JUVENTUS,UDINESE,03-Jan,3-0,8.1,7.4,5.4,66,34,4,9,24,11,9,11,91,8,24,11,2,0,0,3,6,11,2,8,17,84,6,16,5,1,0,0,3,1,1,3,2019
2054,MILAN,SASSUOLO,0-0,0-0,4.5,6.4,6,50,50,9,9,23,5,8,16,82,6,16,14,5,0,0,6,6,18,6,3,19,80,9,23,16,4,0,0,0,0,0,0,2019
2055,BOLOGNA,ATALANTA,02-Jan,1-0,6.2,6.2,6,40,60,5,4,14,5,4,24,69,24,24,15,4,1,0,10,5,19,4,4,17,81,31,15,18,1,0,0,2,1,1,2,2019
2056,ROMA,SPAL,03-Jan,0-1,6.8,7.1,4.4,68,32,10,9,25,6,8,22,90,11,6,12,1,0,0,3,3,7,1,3,14,78,19,30,17,3,0,0,3,1,1,3,2019
2057,FIORENTINA,INTER,01-Jan,0-1,4.9,6.2,6.4,52,48,6,5,13,2,5,18,84,17,12,15,3,0,0,1,5,6,0,1,14,81,14,29,18,4,0,0,1,1,1,1,2019
2058,CAGLIARI,LAZIO,01-Feb,1-0,6.5,5.3,6.6,39,61,6,3,13,4,2,12,75,17,36,12,4,0,0,7,5,16,4,9,26,85,20,8,10,3,0,0,1,2,2,1,2019
2059,SAMPDORIA,JUVENTUS,01-Feb,01-Feb,5.7,5.5,6.8,29,71,6,3,14,5,5,20,70,12,23,7,4,1,0,7,4,11,1,5,24,88,23,19,17,2,0,0,1,2,2,1,2019
2060,FIORENTINA,ROMA,01-Apr,01-Feb,6.6,4.9,7.9,42,58,4,4,12,4,5,23,73,5,14,20,4,0,0,3,6,13,4,4,15,84,11,19,16,3,0,0,1,4,4,1,2019
2061,UDINESE,CAGLIARI,02-Jan,1-0,5.8,6.3,5.8,41,59,6,2,14,6,2,20,78,19,24,13,3,0,0,11,1,14,2,1,19,87,14,16,14,3,1,0,2,1,1,2,2019
2062,INTER,GENOA,4-0,2-0,5.8,8.2,4.6,49,51,3,9,17,5,6,18,84,6,9,11,1,0,0,3,3,9,3,3,21,85,6,21,12,4,0,0,4,0,0,4,2019
2063,TORINO,SPAL,01-Feb,01-Jan,6.3,5.5,6.7,48,52,2,6,14,6,10,26,74,15,23,23,3,1,0,3,4,12,5,3,18,77,20,33,17,4,0,0,1,2,2,1,2019
2064,ATALANTA,MILAN,5-0,1-0,6.2,9.2,3.9,59,41,4,11,19,4,5,17,84,9,5,7,2,0,0,3,1,8,4,2,19,80,6,22,12,4,0,0,5,0,0,5,2019
2065,LECCE,BOLOGNA,02-Mar,0-1,9.8,4.9,7.5,50,50,5,4,12,3,6,25,80,18,9,17,3,0,0,6,15,24,3,2,20,84,14,24,19,3,0,0,2,3,3,2,2019
2066,PARMA,BRESCIA,01-Jan,0-0,4.9,6.2,6.8,53,47,8,3,14,3,9,27,80,10,16,16,3,0,0,6,4,12,2,5,22,79,12,29,11,2,0,0,1,1,1,1,2019
2067,SASSUOLO,NAPOLI,01-Feb,1-0,7.4,5.2,7,58,42,8,5,14,1,7,11,88,8,21,17,2,0,0,6,8,16,2,11,23,82,10,13,13,2,0,0,1,2,2,1,2019
2068,LAZIO,HELLAS,0-0,0-0,3.6,6.1,6.2,53,47,8,4,18,6,6,15,80,24,20,12,3,0,0,6,3,14,5,7,25,75,33,27,15,2,0,0,0,0,0,0,2019
2069,BRESCIA,LAZIO,01-Feb,01-Jan,6.3,5,6.8,37,63,2,3,6,1,2,14,76,7,29,11,5,0,1,8,6,19,5,5,14,88,9,6,23,4,0,0,1,2,2,1,2019
2070,SPAL,HELLAS,0-2,0-1,5.2,4.8,7.3,55,45,13,2,19,4,3,17,80,17,9,8,1,0,1,6,8,19,5,4,23,75,14,11,16,1,0,0,0,2,2,0,2019
2071,GENOA,SASSUOLO,02-Jan,01-Jan,6.2,6.7,5,36,64,6,6,15,3,1,9,74,11,19,24,4,0,0,3,3,11,5,6,13,86,8,9,14,5,0,1,2,1,1,2,2019
2072,ROMA,TORINO,0-2,0-1,6.4,5.5,6.4,59,41,19,7,31,5,14,19,82,23,7,11,5,0,0,5,6,12,1,3,14,74,22,35,23,2,0,0,0,2,2,0,2019
2073,BOLOGNA,FIORENTINA,01-Jan,0-1,4.8,6.6,5.7,71,29,5,6,12,1,14,21,83,19,14,15,2,0,0,5,4,9,0,2,20,62,25,30,24,4,0,0,1,1,1,1,2019
2074,JUVENTUS,CAGLIARI,4-0,0-0,7.1,8.9,4.1,64,36,6,10,20,4,3,21,91,9,8,9,1,0,0,6,1,8,1,2,14,85,4,21,15,1,0,0,4,0,0,4,2019
2075,MILAN,SAMPDORIA,0-0,0-0,3.1,7,5.5,68,32,5,8,19,6,7,25,85,22,14,13,1,0,0,2,2,6,2,5,21,64,18,29,20,5,0,0,0,0,0,0,2019
2076,ATALANTA,PARMA,5-0,3-0,5.7,9.2,3.7,61,39,8,10,23,5,2,23,84,13,10,12,2,0,0,2,1,5,2,2,27,75,10,7,13,4,0,0,5,0,0,5,2019
2077,LECCE,UDINESE,0-1,0-0,4.3,5.8,7.1,46,54,6,4,15,5,7,17,78,17,33,17,1,0,0,4,4,10,2,8,14,82,9,20,12,1,0,0,0,1,1,0,2019
2078,NAPOLI,INTER,01-Mar,01-Feb,7.1,5.4,6.9,57,43,10,7,19,2,3,19,88,9,9,11,0,0,0,2,8,14,4,4,16,83,11,17,23,5,0,0,1,3,3,1,2019
2079,CAGLIARI,MILAN,0-2,0-0,4.4,5.5,7.3,57,43,5,2,9,2,3,25,85,18,16,14,3,0,0,5,4,13,4,6,18,81,20,25,13,1,0,0,0,2,2,0,2019
2080,LAZIO,NAPOLI,1-0,0-0,4.5,6.8,6.2,36,64,2,6,12,4,6,12,85,6,23,9,2,0,0,6,4,13,3,6,13,90,7,19,7,2,0,0,1,0,0,1,2019
2081,INTER,ATALANTA,01-Jan,1-0,5.3,6.1,6.1,36,64,4,5,10,1,0,16,80,9,21,22,2,0,0,7,6,17,4,4,15,88,14,8,13,4,0,0,1,1,1,1,2019
2082,UDINESE,SASSUOLO,3-0,1-0,6.2,7.6,5.2,37,63,5,8,14,1,6,14,80,14,31,13,0,0,0,7,3,17,7,11,15,86,13,11,13,0,0,0,3,0,0,3,2019
2083,SAMPDORIA,BRESCIA,05-Jan,02-Jan,7,8.2,4.1,52,48,13,10,28,5,4,32,78,20,17,14,2,0,0,6,4,11,1,2,18,78,22,29,8,3,0,0,5,1,1,5,2019
2084,TORINO,BOLOGNA,1-0,1-0,3.8,6.2,6.5,40,60,3,1,8,4,3,28,64,40,27,16,5,0,0,6,4,17,7,9,27,74,23,12,14,3,0,0,1,0,0,1,2019
2085,FIORENTINA,SPAL,1-0,0-0,3.6,6.7,5.8,42,58,7,4,17,6,3,20,77,21,16,18,1,0,0,6,1,9,2,4,26,83,17,12,10,1,0,0,1,0,0,1,2019
2086,HELLAS,GENOA,02-Jan,0-1,5.5,6.8,4.8,66,34,2,8,12,2,4,22,80,29,11,12,3,0,0,0,3,5,2,2,19,61,32,25,23,6,0,0,2,1,1,2,2019
2087,ROMA,JUVENTUS,01-Feb,0-2,6.4,5.8,6,53,47,10,6,22,6,13,19,89,9,6,12,6,0,0,1,4,5,0,2,14,86,8,27,13,3,0,0,1,2,2,1,2019
2088,PARMA,LECCE,2-0,0-0,5.3,6.9,5.6,49,51,5,6,11,0,6,11,86,14,23,19,4,0,0,10,4,19,5,5,15,85,11,15,10,1,0,0,2,0,0,2,2019
2089,LAZIO,SAMPDORIA,05-Jan,3-0,6.3,8.1,4,61,39,4,8,15,3,6,10,88,9,16,12,1,0,0,3,4,9,2,4,10,83,9,6,13,2,0,1,5,1,1,5,2019
2090,SASSUOLO,TORINO,02-Jan,0-1,5.9,6.7,5.7,55,45,2,5,11,4,13,32,83,8,14,13,2,0,0,6,2,11,3,6,28,79,12,27,13,4,0,0,2,1,1,2,2019
2091,NAPOLI,FIORENTINA,0-2,0-1,4.6,5.7,7,67,33,6,4,12,2,4,24,88,8,17,7,2,0,0,4,6,11,1,5,10,71,16,22,10,1,0,0,0,2,2,0,2019
2092,MILAN,UDINESE,03-Feb,0-1,9.1,6.8,5.8,52,48,10,7,24,7,9,14,85,16,15,17,4,0,0,5,6,12,1,3,19,81,13,22,8,1,0,0,3,2,2,3,2019
2093,BOLOGNA,HELLAS,01-Jan,1-0,5.2,5.6,6.7,43,57,2,2,7,3,3,17,69,31,21,20,5,1,0,5,7,19,7,8,25,77,27,13,16,2,0,0,1,1,1,1,2019
2094,BRESCIA,CAGLIARI,02-Feb,01-Jan,8.4,5.4,6.5,45,55,4,5,11,2,2,22,77,28,24,10,4,0,1,11,9,27,7,7,17,84,18,26,18,4,0,0,2,2,2,2,2019
2095,LECCE,INTER,01-Jan,0-0,5.9,5.4,7.3,34,66,7,2,12,3,3,10,76,15,44,11,2,0,0,9,9,24,6,14,17,90,26,9,9,2,0,0,1,1,1,1,2019
2096,GENOA,ROMA,01-Mar,01-Feb,5.9,5,7.2,46,54,3,4,9,2,7,18,75,15,20,12,2,0,0,7,6,15,2,3,21,82,26,22,14,3,0,0,1,3,3,1,2019
2097,JUVENTUS,PARMA,02-Jan,1-0,6.4,6.6,5.8,63,37,10,5,17,2,10,20,90,17,9,13,0,0,0,1,6,8,1,6,17,78,19,17,11,1,0,0,2,1,1,2,2019
2098,ATALANTA,SPAL,01-Feb,1-0,6.6,5.7,6.7,58,42,6,5,21,10,8,16,81,16,14,15,2,0,0,6,5,15,4,4,19,78,11,22,18,3,0,0,1,2,2,1,2019
2099,BRESCIA,MILAN,0-1,0-0,4.6,6,6.3,52,48,6,7,17,4,7,23,81,14,26,12,2,0,0,7,4,18,7,3,18,83,20,18,15,4,0,0,0,1,1,0,2019
2100,SPAL,BOLOGNA,01-Mar,01-Jan,6.5,4.8,7.1,55,45,4,5,20,11,5,28,82,11,16,16,4,0,0,7,5,18,6,9,18,76,14,25,16,3,0,0,1,3,3,1,2019
2101,FIORENTINA,GENOA,0-0,0-0,3.9,5.4,6.3,46,54,12,3,20,5,7,19,81,20,19,18,4,0,0,3,6,10,1,6,15,83,10,25,21,3,0,0,0,0,0,0,2019
2102,TORINO,ATALANTA,0-7,0-3,9,2.1,9.8,43,57,3,4,11,4,4,20,76,15,26,17,2,1,1,5,14,26,7,12,18,79,24,15,12,2,0,0,0,7,7,0,2019
2103,INTER,CAGLIARI,01-Jan,1-0,5,6,6.4,40,60,9,5,18,4,4,17,84,18,25,10,4,0,1,7,2,13,4,6,21,84,12,9,10,0,0,0,1,1,1,1,2019
2104,HELLAS,LECCE,3-0,2-0,5.3,7.3,4.9,62,38,4,5,12,3,5,18,85,19,6,16,2,0,0,3,0,4,1,0,13,73,19,13,11,2,1,0,3,0,0,3,2019
2105,PARMA,UDINESE,2-0,2-0,4.8,6.3,5.9,50,50,5,3,11,3,5,17,82,21,38,12,2,0,0,12,4,19,3,11,30,82,13,12,9,3,0,0,2,0,0,2,2019
2106,SAMPDORIA,SASSUOLO,0-0,0-0,3.3,6.7,6,50,50,10,4,25,11,6,20,82,13,10,16,4,0,0,6,1,8,1,3,21,84,11,39,9,1,0,1,0,0,0,0,2019
2107,ROMA,LAZIO,01-Jan,01-Jan,4.8,6.5,6.2,66,34,10,3,22,9,7,12,90,12,11,11,2,0,0,1,2,6,3,1,12,75,8,21,12,4,0,0,1,1,1,1,2019
2108,NAPOLI,JUVENTUS,02-Jan,0-0,6.7,6.7,5.7,51,49,9,4,15,2,3,21,85,8,12,14,2,0,0,3,4,8,1,2,20,88,7,10,14,5,0,0,2,1,1,2,2019
2109,BOLOGNA,BRESCIA,02-Jan,01-Jan,6,6.8,5.6,65,35,8,6,20,6,6,27,86,26,13,17,3,0,0,1,1,3,1,3,25,70,17,28,14,2,0,0,2,1,1,2,2019
2110,CAGLIARI,PARMA,02-Feb,01-Jan,8.8,6.2,5.6,52,48,7,8,20,5,8,19,79,16,26,16,3,0,0,7,4,16,5,7,25,77,19,19,14,2,0,0,2,2,2,2,2019
2111,SASSUOLO,ROMA,04-Feb,3-0,9.7,6.7,5.4,41,59,3,10,18,5,5,14,81,5,16,6,1,0,0,6,9,18,3,11,11,89,8,13,19,6,1,0,4,2,2,4,2019
2112,JUVENTUS,FIORENTINA,3-0,1-0,6.1,7.9,4.6,74,26,1,8,15,6,10,23,91,13,14,9,1,0,0,5,3,9,1,5,12,71,9,26,13,4,0,0,3,0,0,3,2019
2113,LAZIO,SPAL,05-Jan,4-0,6.8,8.3,4.6,54,46,5,8,15,2,5,11,90,8,9,9,1,0,0,6,4,14,4,2,12,89,10,14,10,2,0,0,5,1,1,5,2019
2114,MILAN,HELLAS,01-Jan,01-Jan,5.7,6.7,6.2,60,40,11,5,26,10,9,33,81,28,23,11,1,0,0,3,4,7,0,3,14,70,23,34,12,4,0,1,1,1,1,1,2019
2115,ATALANTA,GENOA,02-Feb,02-Feb,8.1,6.1,5.5,60,40,7,8,23,8,7,24,81,20,9,19,2,0,0,4,5,11,2,1,22,70,22,23,19,5,1,0,2,2,2,2,2019
2116,LECCE,TORINO,4-0,2-0,6.4,8.2,4.3,49,51,6,10,18,2,5,13,82,11,14,14,3,0,0,8,3,15,4,3,12,86,16,18,23,3,0,0,4,0,0,4,2019
2117,UDINESE,INTER,0-2,0-0,5,4.8,7.5,43,57,10,1,16,5,3,17,86,8,7,10,2,0,0,6,8,18,4,2,15,88,10,16,16,2,0,0,0,2,2,0,2019
2118,SAMPDORIA,NAPOLI,02-Apr,01-Feb,9.2,5.4,7.1,36,64,4,5,13,4,4,15,75,10,13,17,4,0,0,4,7,15,4,6,21,86,14,15,6,3,0,0,2,4,4,2,2019
2119,ROMA,BOLOGNA,02-Mar,01-Feb,8.4,6.1,6.2,58,42,5,8,20,7,6,29,82,15,18,11,2,0,1,4,4,12,4,6,21,75,12,19,16,4,0,0,2,3,3,2,2019
2120,FIORENTINA,ATALANTA,01-Feb,1-0,5.4,5.4,6.8,32,68,3,4,8,1,4,23,63,13,16,20,2,0,0,6,5,15,4,3,23,85,15,18,13,2,0,0,1,2,2,1,2019
2121,TORINO,SAMPDORIA,01-Mar,0-0,5.8,4.9,7.3,56,44,0,2,6,4,2,16,84,22,21,16,3,0,1,3,5,15,7,3,21,77,23,17,19,5,0,0,1,3,3,1,2019
2122,HELLAS,JUVENTUS,02-Jan,0-0,7.2,6.9,5.4,46,54,6,5,16,5,3,19,80,17,21,11,2,0,0,7,3,15,5,4,15,82,19,15,18,3,0,0,2,1,1,2,2019
2123,SPAL,SASSUOLO,01-Feb,1-0,7,5,7.1,38,62,5,3,11,3,1,9,78,7,24,16,2,0,0,9,9,22,4,6,19,88,4,6,16,4,0,0,1,2,2,1,2019
2124,NAPOLI,LECCE,02-Mar,0-1,10,5.7,6.8,60,40,11,7,25,7,10,16,90,15,8,14,5,0,0,3,10,15,2,4,9,81,14,37,10,3,0,0,2,3,3,2,2019
2125,GENOA,CAGLIARI,1-0,1-0,3.9,6.6,5.8,47,53,2,5,12,5,4,26,79,16,32,15,3,0,0,2,4,10,4,3,24,82,13,18,15,6,0,0,1,0,0,1,2019
2126,BRESCIA,UDINESE,01-Jan,0-0,6.1,6,6.5,40,60,2,5,8,1,4,21,67,13,23,8,0,0,0,9,7,25,9,9,25,80,16,18,17,3,0,0,1,1,1,1,2019
2127,PARMA,LAZIO,0-1,0-1,4.3,5.6,6.9,46,54,11,4,19,4,7,17,81,25,25,13,3,0,0,11,5,23,7,6,17,84,10,18,10,2,0,0,0,1,1,0,2019
2128,INTER,MILAN,04-Feb,0-2,9.2,7.1,5.3,44,56,4,7,16,5,7,17,80,14,27,6,4,0,0,7,2,17,8,6,18,85,14,12,13,2,0,0,4,2,2,4,2019
2129,LECCE,SPAL,02-Jan,1-0,6,6.2,5.5,49,51,5,4,12,3,4,12,77,9,26,13,5,0,0,13,5,22,4,7,23,82,14,16,22,3,0,0,2,1,1,2,2019
2130,BOLOGNA,GENOA,0-3,0-2,5.9,4.2,7.6,56,44,5,4,15,6,4,21,83,14,10,19,2,1,1,1,5,7,1,4,23,75,18,28,13,5,0,0,0,3,3,0,2019
2131,ATALANTA,ROMA,02-Jan,0-1,5.4,7.4,5.2,58,42,5,7,13,1,5,21,84,12,17,11,1,0,0,4,1,8,3,2,33,78,13,18,15,4,0,0,2,1,1,2,2019
2132,UDINESE,HELLAS,0-0,0-0,3,6.1,6.2,49,51,4,5,17,8,9,15,78,22,16,13,1,0,0,3,5,9,1,6,19,79,17,29,17,2,0,0,0,0,0,0,2019
2133,JUVENTUS,BRESCIA,2-0,1-0,5.9,7.9,4.9,68,32,11,9,27,7,16,12,90,24,7,12,3,0,0,3,2,5,0,2,18,70,16,32,8,1,1,0,2,0,0,2,2019
2134,SAMPDORIA,FIORENTINA,01-May,0-3,7.8,3.7,7.9,46,54,8,5,18,5,7,10,79,17,16,13,4,1,0,5,6,12,1,3,20,81,10,21,13,3,1,0,1,5,5,1,2019
2135,SASSUOLO,PARMA,0-1,0-1,3.6,5.4,7,70,30,8,2,16,6,5,22,88,7,8,14,5,0,0,1,5,7,1,3,21,70,13,34,19,3,0,0,0,1,1,0,2019
2136,CAGLIARI,NAPOLI,0-1,0-0,3.8,5.6,7,44,56,8,2,10,0,2,20,86,13,13,14,3,0,0,8,4,14,2,3,14,89,5,13,11,1,0,0,0,1,1,0,2019
2137,LAZIO,INTER,02-Jan,0-1,5.9,6.7,5.5,48,52,5,6,11,0,6,15,85,15,22,13,4,0,0,3,4,10,3,6,14,85,19,24,15,2,0,0,2,1,1,2,2019
2138,MILAN,TORINO,1-0,1-0,2.9,7.1,5.7,51,49,7,1,15,7,10,17,76,34,28,16,2,0,0,5,1,9,3,5,20,78,21,21,11,3,0,0,1,0,0,1,2019
2139,BRESCIA,NAPOLI,01-Feb,1-0,5.3,5.4,7,28,72,8,1,10,1,4,16,72,16,23,16,3,0,0,2,4,10,4,4,20,91,7,13,14,3,0,0,1,2,2,1,2019
2140,BOLOGNA,UDINESE,01-Jan,0-1,4.5,6.4,6.6,60,40,10,3,15,2,7,25,82,18,13,13,1,0,0,1,2,7,4,5,22,75,17,21,12,2,0,0,1,1,1,1,2019
2141,SPAL,JUVENTUS,01-Feb,0-1,6.6,5.5,6.6,45,55,6,5,12,1,3,22,80,12,16,25,4,0,0,9,6,20,5,4,19,84,17,15,15,2,0,0,1,2,2,1,2019
2142,FIORENTINA,MILAN,01-Jan,0-0,5,6.2,6.1,41,59,4,6,17,7,4,20,78,11,20,11,1,0,1,3,3,9,3,3,22,83,14,10,15,3,0,0,1,1,1,1,2019
2143,GENOA,LAZIO,02-Mar,0-1,8.8,5.9,7.1,59,41,4,6,13,3,6,13,88,17,6,12,2,0,0,3,7,12,2,1,9,82,9,32,13,2,0,0,2,3,3,2,2019
2144,ROMA,LECCE,4-0,2-0,6.7,8.3,4.4,55,45,10,11,26,5,6,16,85,13,27,9,1,0,0,6,3,14,5,4,18,80,9,17,6,0,0,0,4,0,0,4,2019
2145,TORINO,PARMA,01-Jan,01-Jan,5.2,6.2,5.8,51,49,6,8,20,6,5,24,78,25,16,16,1,0,0,1,5,6,0,2,22,77,26,16,17,2,0,0,1,1,1,1,2019
2146,HELLAS,CAGLIARI,02-Jan,02-Jan,6.2,6.7,5.3,47,53,2,4,9,3,1,15,82,20,43,4,1,0,1,9,3,15,3,7,19,84,16,10,19,5,1,0,2,1,1,2,2019
2147,ATALANTA,SASSUOLO,04-Jan,3-0,6.6,7.4,4.9,47,53,8,4,13,1,4,15,81,7,11,23,4,0,0,5,5,14,4,3,18,84,7,14,6,3,0,0,4,1,1,4,2019
2148,INTER,SAMPDORIA,02-Jan,2-0,5.5,6.6,5.5,72,28,7,4,18,7,5,20,85,16,10,17,3,0,0,5,2,7,0,1,16,66,14,23,21,3,0,0,2,1,1,2,2019
2149,LAZIO,BOLOGNA,2-0,2-0,4.7,7.1,5.8,46,54,8,4,14,2,7,16,82,8,23,9,1,0,0,8,3,17,6,5,16,86,13,8,13,4,0,0,2,0,0,2,2019
2150,NAPOLI,TORINO,02-Jan,1-0,6.5,7,5.9,64,36,7,6,18,5,7,15,91,17,10,12,1,0,0,2,2,7,3,1,14,84,9,17,13,3,0,0,2,1,1,2,2019
2151,LECCE,ATALANTA,02-Jul,02-Feb,8.7,3.6,8.9,35,65,2,3,9,4,2,14,72,10,10,9,2,0,0,7,10,24,7,11,15,86,13,5,12,2,0,0,2,7,7,2,2019
2152,CAGLIARI,ROMA,03-Apr,01-Feb,10,4.9,6.7,57,43,0,6,7,1,2,18,84,11,12,14,4,0,0,5,11,19,3,7,18,80,14,14,12,5,0,0,3,4,4,3,2019
2153,PARMA,SPAL,0-1,0-0,3,5.2,7,53,47,9,1,13,3,4,21,79,21,7,19,2,0,0,4,3,9,2,5,18,79,13,20,22,1,0,0,0,1,1,0,2019
2154,SAMPDORIA,HELLAS,02-Jan,0-1,6.1,6.4,5.3,48,52,3,6,13,4,2,19,80,21,12,14,4,0,0,3,2,8,3,6,10,79,22,27,23,3,0,0,2,1,1,2,2019
2155,MILAN,GENOA,01-Feb,0-2,5.7,5.9,6.5,62,38,10,4,23,9,7,24,84,27,10,14,0,0,0,5,3,11,3,5,19,75,18,43,12,0,0,1,1,2,2,1,2019
2156,UDINESE,FIORENTINA,0-0,0-0,3,6.2,6.6,44,56,8,2,14,4,6,17,82,11,27,8,2,0,0,4,4,9,1,9,17,84,5,18,5,0,0,0,0,0,0,0,2019
2157,JUVENTUS,INTER,2-0,0-0,4.7,7.3,5.1,54,46,7,5,17,5,5,16,91,5,8,8,1,0,0,7,1,13,5,4,16,86,4,9,18,3,0,1,2,0,0,2,2019
2158,SASSUOLO,BRESCIA,3-0,1-0,6.3,7.6,5.2,70,30,7,7,20,6,5,13,92,6,10,15,3,0,0,4,4,10,2,4,16,81,7,17,9,3,0,0,3,0,0,3,2019
2159,FIORENTINA,BRESCIA,01-Jan,01-Jan,4.9,5.7,6.1,58,42,12,5,21,4,7,27,85,15,7,20,4,1,0,4,2,6,0,2,13,75,10,17,21,4,0,0,1,1,1,1,2019
2160,LECCE,MILAN,01-Apr,0-1,6.4,4.6,8.5,39,61,6,1,10,3,5,8,84,6,15,8,1,0,0,2,11,17,4,4,16,88,8,14,13,1,0,0,1,4,4,1,2019
2161,BOLOGNA,JUVENTUS,0-2,0-2,4.7,5.2,6.9,47,53,6,1,20,13,8,28,82,7,4,16,1,0,0,8,3,14,3,2,18,83,5,17,17,3,1,0,0,2,2,0,2019
2162,HELLAS,NAPOLI,0-2,0-1,5.2,5.4,7.5,45,55,7,4,11,0,8,15,84,12,10,16,1,0,0,2,8,12,2,4,19,86,12,20,7,1,0,0,0,2,2,0,2019
2163,SPAL,CAGLIARI,0-1,0-0,4.1,6.1,6.4,52,48,7,3,11,1,1,16,86,16,20,21,3,0,0,6,4,15,5,9,20,81,16,18,12,3,0,0,0,1,1,0,2019
2164,TORINO,UDINESE,1-0,1-0,3.7,6.2,6,35,65,2,3,6,1,1,16,72,20,39,11,2,0,0,7,3,16,6,16,24,84,20,6,11,2,0,0,1,0,0,1,2019
2165,GENOA,PARMA,01-Apr,0-2,7,4.6,7.3,56,44,6,3,13,4,1,31,86,19,14,15,1,0,0,6,7,16,3,3,12,83,10,29,15,2,0,0,1,4,4,1,2019
2166,INTER,SASSUOLO,03-Mar,02-Jan,10,6.4,6.3,48,52,5,9,17,3,7,15,87,7,14,18,2,1,0,5,4,12,3,6,7,90,15,22,20,1,0,0,3,3,3,3,2019
2167,ROMA,SAMPDORIA,02-Jan,0-1,7.9,6.9,5.6,62,38,7,9,24,8,10,18,89,17,22,10,1,0,0,4,9,15,2,8,14,81,10,26,14,2,0,0,2,1,1,2,2019
2168,ATALANTA,LAZIO,03-Feb,01-Feb,8.1,6.8,5.1,61,39,10,7,24,7,11,19,84,16,7,13,2,0,0,2,3,6,1,0,20,76,11,25,15,2,0,0,3,2,2,3,2019
2169,JUVENTUS,LECCE,4-0,0-0,7.2,8.7,4,64,36,11,12,26,3,12,15,91,16,5,15,1,0,0,5,3,9,1,4,13,80,9,21,7,0,0,1,4,0,0,4,2019
2170,BRESCIA,GENOA,02-Feb,02-Jan,7.1,5.2,6.5,46,54,4,4,10,2,1,20,73,14,33,16,4,0,0,4,7,17,6,8,27,76,35,20,16,2,0,0,2,2,2,2,2019
2171,CAGLIARI,TORINO,04-Feb,2-0,7.8,6.9,5.5,39,61,4,5,10,1,3,20,77,12,25,14,3,0,0,8,5,21,8,5,17,83,28,16,12,0,0,0,4,2,2,4,2019
2172,LAZIO,FIORENTINA,02-Jan,0-1,6.2,6.5,5.6,55,45,7,4,12,1,7,21,84,12,10,13,5,0,0,3,4,10,3,1,25,81,12,26,13,2,0,1,2,1,1,2,2019
2173,MILAN,ROMA,2-0,0-0,4.9,7.5,5.1,57,43,4,6,13,3,5,14,86,7,19,9,2,0,0,2,1,5,2,6,18,83,14,18,17,2,0,0,2,0,0,2,2019
