,Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,Home Team Goals Scored,Away Team Goals Scored,Home Team Goals Conceeded,Away Team Goals Conceeded,year
1912,LAZIO,ROMA,01-Jan,0-1,6.7,6.2,5.8,51,49,13,7,23,3,8,13,85,18,13,15,4,0,0,6,3,11,2,4,18,82,14,28,13,3,0,0,1,1,1,1,2019
1913,UDINESE,PARMA,01-Mar,01-Jan,6.6,6.3,6.4,52,48,8,11,22,3,8,15,85,10,11,12,1,0,0,3,3,8,2,1,14,81,18,30,12,3,0,0,1,3,3,1,2019
1914,ATALANTA,TORINO,02-Mar,01-Jan,8.5,6.2,6.6,58,42,8,9,26,9,12,19,82,18,16,14,2,0,0,2,5,10,3,5,22,74,26,37,17,2,0,0,2,3,3,2,2019
1915,CAGLIARI,INTER,01-Feb,0-1,5.7,4.8,6.8,41,59,3,2,8,3,5,15,82,18,19,13,5,0,0,2,5,9,2,5,14,87,16,12,10,3,0,0,1,2,2,1,2019
1916,GENOA,FIORENTINA,02-Jan,1-0,7.4,6.6,5.4,50,50,12,8,22,2,9,14,75,20,24,17,2,0,0,10,6,19,3,8,20,79,16,19,14,0,0,0,2,1,1,2,2019
1917,SASSUOLO,SAMPDORIA,04-Jan,3-0,6.7,7.9,4.6,70,30,3,8,13,2,4,18,89,8,8,8,1,0,0,3,4,11,4,5,18,78,6,13,10,3,0,1,4,1,1,4,2019
1918,LECCE,HELLAS,0-1,0-0,4.2,5.6,6.5,49,51,11,2,16,3,2,18,82,19,12,14,2,0,0,8,4,15,3,7,17,80,26,22,13,3,0,0,0,1,1,0,2019
1919,FIORENTINA,JUVENTUS,0-0,0-0,3.2,6.3,6,47,53,9,5,18,4,10,20,80,10,12,12,3,0,0,1,4,8,3,0,17,85,6,18,19,3,0,0,0,0,0,0,2019
1920,NAPOLI,SAMPDORIA,2-0,1-0,5.2,7.3,5.4,67,33,13,6,26,7,8,21,91,10,12,6,2,0,0,6,2,10,2,7,15,78,5,21,10,2,0,0,2,0,0,2,2019
1921,INTER,UDINESE,1-0,1-0,4.8,6.9,5.8,64,36,7,8,22,7,8,18,87,21,9,9,2,0,0,1,5,6,0,3,9,80,11,30,11,1,0,1,1,0,0,1,2019
1922,GENOA,ATALANTA,01-Feb,0-0,7,5.2,6.5,52,48,5,3,16,8,8,22,80,11,17,13,3,0,0,7,6,18,5,7,15,82,12,22,14,3,0,0,1,2,2,1,2019
1923,PARMA,CAGLIARI,01-Mar,0-2,6.4,5.7,6.5,55,45,8,7,21,6,12,26,79,28,8,12,0,0,0,2,3,8,3,3,16,73,13,26,18,5,0,0,1,3,3,1,2019
1924,BRESCIA,BOLOGNA,03-Apr,03-Jan,10,4.8,6.6,33,67,3,6,9,0,2,18,66,18,19,15,1,1,0,11,7,21,3,10,18,85,27,18,17,6,0,0,3,4,4,3,2019
1925,SPAL,LAZIO,02-Jan,0-1,6.7,5.9,6.1,46,54,6,3,17,8,8,20,83,17,27,9,5,0,0,5,5,12,2,5,22,87,11,22,12,3,0,0,2,1,1,2,2019
1926,ROMA,SASSUOLO,04-Feb,4-0,8.9,7.3,5.8,47,53,4,6,15,5,8,19,85,6,11,13,1,0,0,5,3,12,4,2,20,88,8,20,9,2,0,0,4,2,2,4,2019
1927,HELLAS,MILAN,0-1,0-0,4.4,5.3,6.8,30,70,5,1,8,2,2,17,70,10,23,13,4,0,1,5,4,17,8,7,16,89,17,10,17,3,0,1,0,1,1,0,2019
1928,TORINO,LECCE,01-Feb,0-1,6.2,5.6,6.2,60,40,8,4,15,3,7,14,83,21,18,12,1,0,0,10,5,19,4,3,13,79,22,30,19,6,0,0,1,2,2,1,2019
1929,CAGLIARI,GENOA,03-Jan,0-0,6.3,6.7,5.4,43,57,7,4,14,3,4,25,76,17,10,13,1,0,0,5,2,11,4,3,29,83,20,32,9,1,0,0,3,1,1,3,2019
1930,UDINESE,BRESCIA,0-1,0-0,3.2,5.5,6.7,58,42,3,3,10,4,3,28,77,15,19,22,4,0,0,3,4,9,2,9,30,67,27,23,18,4,0,0,0,1,1,0,2019
1931,JUVENTUS,HELLAS,02-Jan,01-Jan,6.5,6.4,4.8,59,41,13,3,21,5,2,20,84,21,20,12,0,0,0,3,3,10,4,5,17,76,6,9,19,3,1,0,2,1,1,2,2019
1932,MILAN,INTER,0-2,0-0,5.5,5.2,7.7,52,48,5,1,9,3,2,21,87,11,31,14,2,0,0,6,7,16,3,6,15,86,20,19,22,1,0,0,0,2,2,0,2019
1933,SASSUOLO,SPAL,3-0,2-0,6,7.4,5.4,55,45,8,6,20,6,7,12,88,7,16,19,3,0,0,5,3,13,5,9,13,86,15,13,14,2,0,0,3,0,0,3,2019
1934,SAMPDORIA,TORINO,1-0,0-0,3.3,6.8,5.8,37,63,5,6,17,6,7,27,66,18,24,19,2,0,0,3,1,5,1,8,18,81,21,17,14,1,0,0,1,0,0,1,2019
1935,BOLOGNA,ROMA,01-Feb,0-0,6,5.5,5.9,40,60,2,3,6,1,3,14,78,10,20,13,3,0,0,9,4,18,5,4,23,84,23,14,18,5,1,0,1,2,2,1,2019
1936,LECCE,NAPOLI,01-Apr,0-2,7.1,4.2,8.2,37,63,5,3,10,2,4,20,81,8,15,12,3,0,0,4,10,21,7,6,15,90,7,4,8,3,0,0,1,4,4,1,2019
1937,ATALANTA,FIORENTINA,02-Feb,0-1,7.6,6.4,5.9,64,36,12,3,19,4,9,24,86,27,3,14,2,0,0,5,3,9,1,1,9,73,15,28,11,5,0,0,2,2,2,2,2019
1938,LAZIO,PARMA,2-0,1-0,5.4,7.9,4.8,62,38,8,9,25,8,10,14,90,7,14,7,1,0,0,3,1,6,2,5,17,84,9,17,10,3,0,0,2,0,0,2,2019
1939,HELLAS,UDINESE,0-0,0-0,2.9,6.3,6.2,55,45,6,4,13,3,6,25,79,23,18,5,0,0,0,5,3,11,3,6,21,71,27,24,20,4,0,0,0,0,0,0,2019
1940,BRESCIA,JUVENTUS,01-Feb,01-Jan,6,5.4,6.8,32,68,10,3,16,3,4,24,74,8,13,13,1,0,0,8,6,20,6,3,20,89,7,17,15,3,0,0,1,2,2,1,2019
1941,ROMA,ATALANTA,0-2,0-0,5.1,5.4,7.6,46,54,3,2,13,8,5,21,81,15,6,18,2,0,0,10,5,18,3,1,15,84,17,14,11,1,0,0,0,2,2,0,2019
1942,SPAL,LECCE,01-Mar,01-Jan,6.1,4.9,7.1,59,41,6,6,18,6,10,23,88,9,8,15,1,0,0,4,4,8,0,1,23,82,11,25,13,2,0,0,1,3,3,1,2019
1943,NAPOLI,CAGLIARI,0-1,0-0,5,6.3,6.6,67,33,12,5,30,13,13,28,87,24,7,9,1,0,1,4,1,5,0,1,21,74,12,40,13,1,0,0,0,1,1,0,2019
1944,INTER,LAZIO,1-0,1-0,3.7,6.7,6.3,64,36,7,3,15,5,4,27,87,21,9,10,2,0,0,2,4,10,4,6,19,80,11,27,8,3,0,0,1,0,0,1,2019
1945,FIORENTINA,SAMPDORIA,02-Jan,1-0,6.4,6.8,5.1,56,44,6,8,17,3,3,15,85,12,13,13,4,0,0,5,2,8,1,1,29,78,11,9,16,4,1,0,2,1,1,2,2019
1946,PARMA,SASSUOLO,1-0,0-0,4.2,6.6,5.8,30,70,4,5,10,1,5,27,69,15,18,20,3,0,0,4,3,12,5,4,25,86,7,7,10,1,0,0,1,0,0,1,2019
1947,GENOA,BOLOGNA,0-0,0-0,2.7,5.9,6.2,41,59,6,1,7,0,5,26,73,19,12,16,5,0,0,10,1,18,7,4,20,83,29,17,11,4,0,0,0,0,0,0,2019
1948,TORINO,MILAN,02-Jan,0-1,5.7,6.3,5.2,46,54,5,4,9,0,3,16,78,17,23,14,4,0,0,11,4,16,1,5,26,81,10,17,20,5,0,1,2,1,1,2,2019
1949,JUVENTUS,SPAL,2-0,1-0,4.9,8,4.8,67,33,7,10,21,4,13,31,88,9,14,13,2,0,0,3,1,5,1,2,21,74,6,23,9,2,0,0,2,0,0,2,2019
1950,SAMPDORIA,INTER,01-Mar,0-2,6.6,5.1,7.1,45,55,14,2,20,4,7,20,82,11,17,12,2,0,0,5,7,15,3,5,18,84,14,22,12,3,1,0,1,3,3,1,2019
1951,SASSUOLO,ATALANTA,01-Apr,0-4,6.5,5.4,8.1,51,49,2,7,13,4,7,19,86,6,12,14,2,0,0,3,7,13,3,3,14,82,11,17,14,2,0,0,1,4,4,1,2019
1952,NAPOLI,BRESCIA,02-Jan,2-0,6.3,7.2,5.3,56,44,12,7,20,1,7,11,89,10,21,12,2,0,0,7,3,16,6,7,22,81,12,23,8,1,0,0,2,1,1,2,2019
1953,LAZIO,GENOA,4-0,2-0,6.4,8.3,4.9,55,45,2,10,15,3,5,14,88,8,16,8,1,0,0,6,6,13,1,7,18,86,12,12,11,2,0,0,4,0,0,4,2019
1954,UDINESE,BOLOGNA,1-0,1-0,3.6,6.4,5.6,39,61,6,3,11,2,4,18,71,15,20,20,4,0,0,6,3,12,3,5,21,82,30,10,18,3,0,1,1,0,0,1,2019
1955,LECCE,ROMA,0-1,0-0,4.8,5.7,6.6,40,60,2,6,13,5,4,13,82,7,24,8,2,0,0,9,6,19,4,11,15,87,20,18,20,4,0,0,0,1,1,0,2019
1956,CAGLIARI,HELLAS,01-Jan,1-0,4.7,6.2,6.3,43,57,6,4,12,2,3,21,75,21,16,20,2,0,0,8,5,13,0,5,23,78,24,16,20,2,0,0,1,1,1,1,2019
1957,MILAN,FIORENTINA,01-Mar,0-1,7,4.6,7.2,55,45,5,3,11,3,4,19,87,13,8,10,2,0,1,3,7,16,6,6,16,86,7,22,14,4,0,0,1,3,3,1,2019
1958,PARMA,TORINO,03-Feb,02-Feb,9.2,5.6,5.6,50,50,10,5,21,6,7,30,80,23,14,17,2,0,0,1,6,8,1,3,14,80,16,25,14,2,1,0,3,2,2,3,2019
1959,SPAL,PARMA,1-0,1-0,3.8,6.6,5.2,48,52,6,7,16,3,5,25,78,11,15,10,4,1,0,3,1,8,4,8,32,76,17,26,13,2,0,0,1,0,0,1,2019
1960,HELLAS,SAMPDORIA,2-0,1-0,4.1,7,5.3,48,52,1,3,8,4,9,37,67,21,19,14,1,0,0,6,2,14,6,4,32,71,23,18,15,3,0,0,2,0,0,2,2019
1961,GENOA,MILAN,01-Feb,1-0,7.1,4,5.8,51,49,6,6,14,2,7,24,83,17,9,23,4,0,2,2,6,9,1,0,19,84,8,17,14,3,1,1,1,2,2,1,2019
1962,FIORENTINA,UDINESE,1-0,0-0,3.3,7.1,5.6,50,50,5,4,16,7,12,15,82,14,23,9,1,0,0,6,1,8,1,3,22,78,8,17,11,2,0,0,1,0,0,1,2019
1963,ROMA,CAGLIARI,01-Jan,01-Jan,4.5,6.4,5.6,67,33,9,6,21,6,7,19,84,33,7,18,1,0,0,3,2,8,3,1,19,68,19,26,11,4,0,0,1,1,1,1,2019
1964,ATALANTA,LECCE,03-Jan,2-0,7.9,8,4.8,58,42,14,15,30,1,9,21,87,11,11,15,2,0,0,2,2,7,3,5,21,81,13,21,13,3,0,0,3,1,1,3,2019
1965,BOLOGNA,LAZIO,02-Feb,02-Feb,8.4,5.9,5.4,52,48,8,8,18,2,5,22,82,11,16,13,5,0,1,4,4,12,4,4,20,77,23,17,16,3,1,0,2,2,2,2,2019
1966,TORINO,NAPOLI,0-0,0-0,2.8,6.6,6.6,39,61,5,4,12,3,4,26,75,11,20,11,1,0,0,7,3,16,6,5,27,83,17,16,12,2,0,0,0,0,0,0,2019
1967,INTER,JUVENTUS,01-Feb,01-Jan,6.7,5.6,6.5,51,49,2,3,10,5,7,22,83,6,13,22,2,0,0,6,6,18,6,2,23,86,10,15,9,3,0,0,1,2,2,1,2019
1968,BRESCIA,SASSUOLO,0-2,0-1,4.9,5.5,7.1,34,66,8,6,19,5,4,19,77,11,15,17,2,0,0,4,5,11,2,4,19,89,5,24,16,3,0,0,0,2,2,0,2019
1969,LAZIO,ATALANTA,03-Mar,0-3,9.2,5.7,6.6,51,49,9,5,17,3,3,19,77,19,7,16,5,0,0,9,9,22,4,1,19,80,15,14,12,2,0,0,3,3,3,3,2019
1970,NAPOLI,HELLAS,2-0,1-0,5.5,6.6,5.7,56,44,8,6,21,7,6,24,80,21,15,12,3,0,0,9,5,20,6,8,20,76,10,20,16,3,0,0,2,0,0,2,2019
1971,JUVENTUS,BOLOGNA,02-Jan,01-Jan,6.7,7.3,5.5,65,35,4,10,23,9,8,23,89,9,16,15,2,0,0,4,2,9,3,5,7,82,7,29,18,3,0,0,2,1,1,2,2019
1972,SASSUOLO,INTER,03-Apr,01-Mar,9.5,5.1,7.3,54,46,5,4,12,3,5,15,87,7,14,14,4,0,0,4,7,13,2,7,18,84,6,22,18,3,0,0,3,4,4,3,2019
1973,UDINESE,TORINO,1-0,1-0,3.9,6.4,5.9,39,61,6,4,18,8,6,23,71,15,21,15,3,0,0,4,3,11,4,4,15,84,21,19,20,3,0,0,1,0,0,1,2019
1974,SAMPDORIA,ROMA,0-0,0-0,2.7,6.6,6,35,65,4,4,11,3,7,26,69,15,26,14,3,0,0,6,1,9,2,9,22,85,17,20,10,3,1,0,0,0,0,0,2019
1975,CAGLIARI,SPAL,2-0,1-0,5,6.6,5.6,43,57,9,5,16,2,6,25,80,16,20,17,4,0,0,4,5,12,3,6,14,84,14,15,15,5,0,0,2,0,0,2,2019
1976,PARMA,GENOA,05-Jan,3-0,6.5,8.2,4.6,37,63,9,7,22,6,3,20,76,20,36,9,1,0,0,9,5,19,5,7,20,85,21,10,12,2,0,0,5,1,1,5,2019
1977,MILAN,LECCE,02-Feb,1-0,8.6,6.4,6,65,35,10,6,22,6,8,24,87,15,13,13,1,0,0,5,6,13,2,2,19,72,9,23,12,2,0,0,2,2,2,2,2019
1978,BRESCIA,FIORENTINA,0-0,0-0,2.3,5.8,7,45,55,2,1,3,0,6,26,69,18,20,10,0,0,0,5,4,13,4,9,22,78,17,12,16,3,0,0,0,0,0,0,2019
1979,HELLAS,SASSUOLO,0-1,0-0,4.1,5.5,6.7,56,44,3,2,6,1,9,23,79,11,17,16,5,0,0,6,4,13,3,6,20,73,22,21,12,5,0,0,0,1,1,0,2019
1980,LECCE,JUVENTUS,01-Jan,0-0,5.7,5.9,6.4,29,71,5,5,10,0,3,15,72,6,24,11,4,0,0,12,4,25,9,14,18,88,16,8,14,1,0,0,1,1,1,1,2019
1981,INTER,PARMA,02-Feb,01-Feb,7.7,6.5,6.2,67,33,10,6,29,13,11,33,86,16,7,9,3,0,0,7,5,12,0,4,17,72,15,32,11,2,0,0,2,2,2,2,2019
1982,GENOA,BRESCIA,03-Jan,0-1,6.6,7.1,5,62,38,3,10,17,4,5,29,87,14,18,24,6,0,0,2,2,7,3,3,24,76,6,17,15,4,0,0,3,1,1,3,2019
1983,BOLOGNA,SAMPDORIA,02-Jan,0-0,6,7.1,5.4,57,43,6,5,13,2,11,18,80,22,17,14,1,0,0,3,2,11,6,5,20,71,22,15,18,3,0,0,2,1,1,2,2019
1984,ATALANTA,UDINESE,07-Jan,03-Jan,7.7,9.3,3.1,62,38,8,13,24,3,6,20,87,6,5,10,2,0,0,2,3,7,2,2,9,78,10,19,6,2,1,0,7,1,1,7,2019
1985,TORINO,CAGLIARI,01-Jan,0-1,4.2,6.3,6.4,50,50,3,4,11,4,6,19,77,34,34,15,2,0,0,6,3,10,1,11,25,72,19,17,10,3,0,0,1,1,1,1,2019
1986,SPAL,NAPOLI,01-Jan,01-Jan,4.6,6.3,6.8,31,69,4,2,10,4,4,14,75,13,32,16,4,0,0,6,4,13,3,4,25,88,10,9,13,1,0,0,1,1,1,1,2019
1987,ROMA,MILAN,02-Jan,1-0,5.8,6.7,5.7,42,58,5,5,12,2,4,15,81,24,27,13,4,0,0,6,4,12,2,8,28,86,7,8,17,5,0,0,2,1,1,2,2019
1988,FIORENTINA,LAZIO,01-Feb,01-Jan,6.7,4.8,6.9,47,53,6,3,11,2,7,21,79,12,11,13,4,1,0,3,7,12,2,3,14,84,14,17,11,3,0,0,1,2,2,1,2019
1989,PARMA,HELLAS,0-1,0-1,4,6.2,6.1,52,48,9,5,20,6,12,28,77,23,6,13,1,0,0,4,2,8,2,3,21,78,27,30,16,5,0,0,0,1,1,0,2019
1990,BRESCIA,INTER,01-Feb,0-1,5.9,5.8,6.2,43,57,4,6,15,5,9,15,76,14,21,14,4,0,0,5,2,13,6,8,20,84,23,27,18,3,0,0,1,2,2,1,2019
1991,NAPOLI,ATALANTA,02-Feb,01-Jan,8.7,6.6,6,50,50,9,9,19,1,2,19,86,11,9,15,3,0,0,7,4,15,4,3,15,86,13,18,15,3,0,0,2,2,2,2,2019
1992,SAMPDORIA,LECCE,01-Jan,0-1,6.1,6.4,5.7,51,49,12,7,24,5,9,20,83,14,15,19,4,0,0,5,5,12,2,5,15,83,18,35,14,3,1,0,1,1,1,1,2019
1993,CAGLIARI,BOLOGNA,03-Feb,0-1,7.9,6.1,5.8,47,53,7,5,14,2,4,32,74,13,17,14,2,0,0,4,3,10,3,1,20,78,12,27,20,1,0,0,3,2,2,3,2019
1994,SASSUOLO,FIORENTINA,01-Feb,1-0,6.2,5.5,6.9,54,46,1,3,6,2,3,20,84,12,20,15,3,0,0,5,6,15,4,7,16,85,10,12,20,4,0,0,1,2,2,1,2019
1995,JUVENTUS,GENOA,02-Jan,01-Jan,7.9,7.2,4.6,53,47,8,11,27,8,10,19,90,11,11,24,4,1,0,4,3,8,1,2,8,86,10,27,11,2,1,1,2,1,1,2,2019
1996,LAZIO,TORINO,4-0,2-0,6.4,8.2,4,54,46,6,8,20,6,8,17,82,9,9,11,2,0,0,4,2,10,4,0,13,80,11,17,10,1,1,0,4,0,0,4,2019
1997,UDINESE,ROMA,0-4,0-1,5.6,4.6,7.8,55,45,4,4,12,4,5,10,85,19,16,16,4,0,0,5,6,13,2,3,12,79,15,20,16,2,0,1,0,4,4,0,2019
1998,MILAN,SPAL,1-0,0-0,3.8,6.5,5.9,56,44,6,5,16,5,7,19,78,23,16,17,4,0,0,3,2,10,5,6,18,71,20,22,21,4,0,0,1,0,0,1,2019
1999,ROMA,NAPOLI,02-Jan,1-0,7.4,6,4.9,43,57,9,6,17,2,10,16,78,13,16,23,4,1,0,8,4,16,4,4,14,83,5,16,15,3,0,0,2,1,1,2,2019
2000,BOLOGNA,INTER,01-Feb,0-0,6.4,5,7.1,48,52,5,3,11,3,2,15,80,19,16,13,3,0,0,3,8,15,4,7,20,82,19,18,25,4,0,0,1,2,2,1,2019
2001,TORINO,JUVENTUS,0-1,0-0,4.4,5.3,6.8,40,60,3,4,9,2,11,28,73,19,15,22,4,0,0,5,10,19,4,6,17,83,19,21,16,2,0,0,0,1,1,0,2019
2002,ATALANTA,CAGLIARI,0-2,0-1,5.2,5.2,7,57,43,8,3,19,8,13,18,86,12,9,15,2,0,1,5,5,13,3,2,16,79,10,29,18,3,0,0,0,2,2,0,2019
2003,LECCE,SASSUOLO,02-Feb,02-Jan,7.1,6.3,6.4,38,62,2,4,9,3,6,20,82,3,14,15,2,0,0,7,3,13,3,6,17,90,14,18,17,3,0,0,2,2,2,2,2019
2004,GENOA,UDINESE,01-Mar,01-Jan,7.1,5.2,7.4,62,38,8,2,16,6,8,26,86,10,12,11,0,0,0,9,5,18,4,5,12,80,17,32,13,2,0,0,1,3,3,1,2019
2005,HELLAS,BRESCIA,02-Jan,0-0,6.6,6.3,5.4,52,48,6,3,11,2,5,17,79,16,32,19,1,0,0,7,5,16,4,1,25,77,19,17,15,4,0,1,2,1,1,2,2019
2006,FIORENTINA,PARMA,01-Jan,0-1,4.4,6.1,6.2,62,38,11,4,19,4,5,25,86,17,9,16,2,0,0,3,3,8,2,2,16,76,18,24,20,2,0,0,1,1,1,1,2019
2007,MILAN,LAZIO,01-Feb,01-Jan,6,5.9,6.4,47,53,6,3,12,3,8,20,81,17,23,12,3,0,0,3,4,8,1,4,25,80,9,21,13,5,0,0,1,2,2,1,2019
2008,SPAL,SAMPDORIA,0-1,0-0,4.2,5.6,6.5,58,42,8,3,14,3,8,20,78,28,20,13,3,0,0,6,5,17,6,5,19,66,20,28,16,1,0,0,0,1,1,0,2019
2009,SASSUOLO,BOLOGNA,03-Jan,1-0,6.5,7,5.1,50,50,9,7,20,4,4,22,84,13,20,16,2,0,0,3,5,11,3,4,25,82,26,15,17,6,0,0,3,1,1,3,2019
2010,BRESCIA,TORINO,0-4,0-2,6,3.7,8.2,43,57,4,3,9,2,4,22,76,20,11,20,4,1,0,8,7,21,6,4,19,86,14,18,19,3,0,0,0,4,4,0,2019
2011,INTER,HELLAS,02-Jan,0-1,7.1,7.1,5.5,60,40,9,11,38,18,9,22,86,21,9,14,3,0,0,3,2,9,4,3,9,75,26,37,11,1,0,0,2,1,1,2,2019
2012,NAPOLI,GENOA,0-0,0-0,3.2,6.8,5.8,42,58,8,7,19,4,5,12,85,11,7,14,1,0,0,7,1,12,4,2,17,88,3,22,20,4,0,0,0,0,0,0,2019
2013,CAGLIARI,FIORENTINA,05-Feb,3-0,8.6,7.8,5.2,49,51,6,8,15,1,5,21,84,12,18,13,1,0,0,3,7,15,5,6,18,87,12,13,15,3,0,0,5,2,2,5,2019
2014,LAZIO,LECCE,04-Feb,01-Jan,9.8,6.8,4.9,56,44,12,7,24,5,9,17,87,14,19,8,2,0,0,7,10,19,2,3,14,82,10,23,12,3,0,0,4,2,2,4,2019
2015,UDINESE,SPAL,0-0,0-0,3.5,5.7,6,55,45,11,1,17,5,3,23,86,17,12,16,3,0,0,8,3,17,6,7,17,78,16,20,14,5,0,0,0,0,0,0,2019
2016,SAMPDORIA,ATALANTA,0-0,0-0,2.5,6.4,6.1,35,65,5,2,10,3,1,19,68,25,22,19,2,0,0,4,3,9,2,7,24,83,18,26,13,3,1,0,0,0,0,0,2019
2017,PARMA,ROMA,2-0,0-0,5.9,6.8,5.6,38,62,5,8,14,1,5,15,73,16,23,17,3,0,0,3,6,17,8,10,21,86,11,12,9,2,0,0,2,0,0,2,2019
2018,JUVENTUS,MILAN,1-0,0-0,4.1,7,5.9,54,46,7,5,13,1,5,26,84,22,25,13,1,0,0,3,7,13,3,5,29,80,9,15,10,5,0,0,1,0,0,1,2019
2019,ATALANTA,JUVENTUS,01-Mar,0-0,7.6,5.3,6.7,47,53,7,7,22,8,8,20,79,8,13,16,5,0,0,8,5,16,3,3,24,82,10,30,13,3,0,0,1,3,3,1,2019
2020,MILAN,NAPOLI,01-Jan,01-Jan,4.8,6.5,6.8,47,53,7,3,13,3,3,28,84,14,13,19,3,0,0,7,5,12,1,4,16,85,11,13,14,2,0,0,1,1,1,1,2019
2021,TORINO,INTER,0-3,0-2,5,5.3,7.9,58,42,6,2,12,4,12,30,85,11,5,10,2,0,0,2,5,12,5,4,15,73,17,36,18,3,0,0,0,3,3,0,2019
2022,BOLOGNA,PARMA,02-Feb,01-Jan,8.4,6.5,6.1,65,35,4,7,16,5,15,23,90,11,8,18,1,0,0,6,6,14,2,2,13,78,16,33,18,3,0,0,2,2,2,2,2019
2023,HELLAS,FIORENTINA,1-0,0-0,4.2,6.9,5.8,49,51,5,7,19,7,8,19,80,21,26,19,3,0,0,6,2,15,7,6,10,80,20,19,8,2,0,0,1,0,0,1,2019
2024,SASSUOLO,LAZIO,01-Feb,01-Jan,6.3,6,6.9,54,46,4,1,12,7,5,18,87,9,25,13,1,0,0,5,6,16,5,8,15,84,9,13,16,3,0,0,1,2,2,1,2019
2025,ROMA,BRESCIA,3-0,0-0,5.6,7.9,5.1,60,40,10,6,26,10,17,12,88,12,13,17,1,0,0,3,2,8,3,6,20,79,9,30,10,1,0,0,3,0,0,3,2019
2026,SAMPDORIA,UDINESE,02-Jan,01-Jan,6.5,7.2,4.6,56,44,8,10,21,3,8,21,80,18,11,8,2,0,0,5,2,7,0,2,20,74,18,28,23,2,1,0,2,1,1,2,2019
2027,LECCE,CAGLIARI,02-Feb,0-1,8.8,6.4,4.8,57,43,12,8,28,8,11,19,86,15,7,14,2,0,1,5,2,7,0,2,13,77,13,32,18,2,0,2,2,2,2,2,2019
2028,SPAL,GENOA,01-Jan,0-0,5,6.5,6.3,41,59,7,6,16,3,5,25,78,14,16,12,2,0,0,6,5,14,3,4,23,87,10,19,14,1,0,0,1,1,1,1,2019
2029,BRESCIA,ATALANTA,0-3,0-1,7.4,4.5,8.2,32,68,7,4,15,4,2,17,67,13,24,15,1,0,0,8,10,24,6,11,21,86,13,11,15,3,0,0,0,3,3,0,2019
2030,GENOA,TORINO,0-1,0-0,3.9,5.6,7.1,63,37,9,1,13,3,6,32,81,30,10,14,2,0,0,7,3,12,2,4,24,73,16,35,19,2,1,0,0,1,1,0,2019
2031,FIORENTINA,LECCE,0-1,0-0,4,6,6.4,63,37,10,6,19,3,9,15,86,17,7,13,1,0,0,0,5,6,1,2,9,75,17,27,20,3,0,0,0,1,1,0,2019
2032,JUVENTUS,SASSUOLO,02-Feb,01-Jan,8.5,7.1,5.9,57,43,10,9,29,10,9,18,87,9,11,11,1,0,0,4,4,9,1,2,26,82,7,33,14,5,0,0,2,2,2,2,2019
2033,INTER,SPAL,02-Jan,2-0,6.2,6.8,5.4,55,45,7,8,19,4,8,15,86,13,6,15,1,0,0,8,3,12,1,0,17,85,11,22,17,4,0,0,2,1,1,2,2019
2034,LAZIO,UDINESE,3-0,3-0,5.1,7.8,4.9,52,48,10,6,21,5,2,10,90,7,8,11,0,0,0,5,0,10,5,2,16,87,3,15,13,1,0,0,3,0,0,3,2019
2035,PARMA,MILAN,0-1,0-0,4.4,5.5,7.3,34,66,5,0,7,2,1,17,77,14,14,11,1,0,0,12,8,27,7,7,17,90,6,10,16,3,0,0,0,1,1,0,2019
2036,NAPOLI,BOLOGNA,01-Feb,1-0,6.6,5.8,6.5,61,39,16,6,30,8,7,32,89,16,9,12,1,0,0,4,5,11,2,0,15,82,13,24,10,5,0,0,1,2,2,1,2019
2037,HELLAS,ROMA,01-Mar,01-Feb,6.2,5,7.2,58,42,5,2,8,1,6,24,82,21,17,12,3,0,0,3,5,12,4,5,15,74,15,24,14,3,0,0,1,3,3,1,2019
2038,CAGLIARI,SAMPDORIA,04-Mar,0-1,10,6.5,6,65,35,6,7,17,4,6,27,87,21,19,16,3,0,0,3,5,12,4,4,15,74,19,26,12,1,0,0,4,3,3,4,2019
2039,INTER,ROMA,0-0,0-0,2.2,6.5,6.7,49,51,5,2,9,2,8,12,85,12,22,12,3,0,0,2,2,6,2,3,14,85,17,18,11,1,0,0,0,0,0,0,2019
2040,ATALANTA,HELLAS,03-Feb,01-Jan,8.7,7.5,4.4,58,42,7,10,21,4,13,25,77,21,15,14,1,0,0,3,2,7,2,4,19,67,24,27,16,4,1,0,3,2,2,3,2019
2041,UDINESE,NAPOLI,01-Jan,1-0,4.4,6.2,6.3,31,69,4,1,5,0,3,13,75,18,41,20,3,0,0,9,3,18,6,10,20,90,15,8,15,4,0,1,1,1,1,1,2019
2042,LAZIO,JUVENTUS,03-Jan,01-Jan,7.8,7,4.7,40,60,4,9,18,5,4,12,84,9,19,15,4,0,0,4,4,9,1,5,15,89,9,12,11,3,0,1,3,1,1,3,2019
